Site,Method,ResponseId,duration,date,language,metadata_Browser,metadata_Version,metadata_Operating_System,metadata_Resolution,NPS,NPS_GROUP,npswhy,Finished,visit_date,motivations_normalroutine,motivations_supportsite,motivations_relax,motivations_spendtime,motivations_show,motivations_showplus2,motivations_fun_group,motivations_education_group,motivations_education_self,motivations_fun_self,motivations_other,motivations_area,motivations_other_text,exprogshow_explo,exprogshow_explo_4_TEXT,OER,oerwhy,why_oerbad_explo_1,why_oerbad_explo_2,why_oerbad_explo_3,why_oerbad_explo_4,why_oerbad_explo_5,why_oerbad_explo_6,why_oerbad_explo_7,why_oerbad_explo_8,why_oerbad_explo_9,why_oerbad_explo_10,why_oerbad_explo_11,why_oerbad_explo_11_TEXT,previsit_health,postvisit_health,explain_health_good,explain_health_bad,how_handson,explo_healthpractice_1,explo_healthpractice_2,explo_healthpractice_3,explo_healthpractice_4,explo_healthpractice_5,explo_healthpractice_6,explo_healthpractice_7,explo_healthpractice_8,entrytime,ed_quality,ent_quality,valuecost,acton_belonging,exgoodorder,staff_helpful,cafe_exp,giftshop_exp,web_helpful,museum_clean,wayfinding,staff_friendly,restrooms,ratings_ctsc_subway,ratings_ctsc_concessions,timing_explo_First_Click,timing_explo_Last_Click,timing_explo_Page_Submit,timing_explo_Click_Count,seedo_explo_1,seedo_explo_4,seedo_explo_10,seedo_explo_11,seedo_explo_12,seedo_explo_13,seedo_explo_5,seedo_explo_6,seedo_explo_7,seedo_explo_8,seedo_explo_9,seedo_explo_8_TEXT,why_sf_explo_1,why_sf_explo_2,why_sf_explo_3,why_sf_explo_4,why_sf_explo_5,why_sf_explo_6,why_sf_explo_7,why_sf_explo_7_TEXT,howhear_explo_1,howhear_explo_4,howhear_explo_5,howhear_explo_6,howhear_explo_7,howhear_explo_8,howhear_explo_9,howhear_explo_10,howhear_explo_11,howhear_explo_12,howhear_explo_3,howhear_explo_3_TEXT,adremember_explo,adaffect_explo,howarrive_explo,howarrive_explo_5_TEXT,groupmembers_explo_1,groupmembers_explo_4,groupmembers_explo_5,groupmembers_explo_6,groupmembers_explo_7,groupmembers_explo_8,groupmembers_explo_9,groupmembers_explo_3,groupmembers_explo_3_TEXT,language_explo_1,language_explo_4,language_explo_5,language_explo_6,language_explo_7,language_explo_8,language_explo_9,language_explo_10,language_explo_11,language_explo_12,language_explo_13,language_explo_14,language_explo_15,language_explo_16,language_explo_17,language_explo_18,language_explo_19,language_explo_20,language_explo_21,language_explo_22,language_explo_23,language_explo_24,language_explo_3,language_explo_3_TEXT,evermarried_explo,childrenotwith_explo,explo_emergadult,liveinus,zip,non_US,group,lastvisit_covid,lastvisit,howmanyvisits,Nadults,Nchild,race_amind_alask,race_asian,race_afram,race_hisp_lat,race_haw_pacis,race_white,race_other,race_notsay,race_other_text,lgbt,education,education_7_TEXT,income,income_pre,income_covid,disability,dis_mobility,dis_visual,dis_auditory,dis_learning,dis_cognitive,dis_other,dis_notsay,dis_other_text,age,adult1_gender,gender_3_TEXT,adult2_age,adult3_age,adult4_age,adult5_age,adult6_age,adult7_age,adult8_age,adult9_age,adult10_age,adult2_gender,adult3_gender,adult4_gender,adult5_gender,adult6_gender,adult7_gender,adult8_gender,adult9_gender,adult10_gender,adult10plus,child1_age,child2_age,child3_age,child4_age,child5_age,child6_age,child7_age,child8_age,child9_age,child10_age,child1_gender,child2_gender,child3_gender,child4_gender,child5_gender,child6_gender,child7_gender,child8_gender,child9_gender,child10_gender,child10plus,comments,member,AAM_Region,Museum_Type,Size,timezone,month,CY,QR,exittime,staytime0,staytime,day_of_week,weekend,quarter,FY,FYQ,adult1_age,state,race_norace,tot_boy,tot_girl,tot_childgen_other,tot_childgen_notsay,tot_male,tot_female,tot_other,tot_gennotsay,tot_0_3,tot_4_7,tot_8_12,tot_13_17,tot_childage_notsay,tot_childage_dontknow,tot_18_24,tot_25_34,tot_35_44,tot_45_54,tot_55_64,tot_65,tot_agenotsay,tot_agedontknow,zips_explo
the Exploratorium,Staffed,R_OBSIVBxGwzmqogh,593.291,4/16/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,2,4, , ,5,1,1, , , ,1, , ,9,10,9,9, ,10,10, , , , , , , , , ,4.962,13.132,14.128,5,1,1, , , , ,1, , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,95822, ,3, ,8,1,2,2, , , , , ,1, , , ,2,6, , ,11, ,2, , , , , , , , ,48,2, ,4, , , , , , , , ,1, , , , , , , , , ,3,3, , , , , , , , ,2,1, , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:54:55,21295,7,7,1,2,22,24,4,5,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
the Exploratorium,Staffed,R_2zSmNkSdWI9A3Ve,494.659,4/16/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , , , , , ,1, , , , , , , ,5, , , , , , , , , , , , , ,1,2, , ,5, , ,1, , , , , ,10,10,10,10, ,10,10,10,10, , , , , , , ,6.557,8.631,10.6,3,1, , , , , , , , , , , , , , , ,1,1, , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,91709, ,2, ,6,1,2,2, ,1, , , , , , , ,2,5, , ,5, ,2, , , , , , , , ,56,1, ,3, , , , , , , , ,2, , , , , , , , , ,2,4, , , , , , , , ,2,2, , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,17:03:47,20927,7,7,1,2,22,24,5,5,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
the Exploratorium,QR,R_cvfainelEKSe0Ex,476.017,4/16/22,1,Safari iPhone,15.4,iPhone,390x844,10,3, ,1, , , , ,1, , ,1, , , , , , , , ,5,"It’s just so cool! And there are new exhibits every time we come. We never see everything, so it never gets old", , , , , , , , , , , , ,4, , , ,5, ,1, , , , , , , ,10,10,10, ,10,10,10, , , , , , , , ,2.219,124.418,125.558,6,1, , ,1, , ,1, ,1, , , ,1,1, , , , , , ,1, , , , , , , , , , , , , ,5,Drove today because of the rain. Normally take the ferry from Alameda,1,1,1, , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , ,1,1, ,1,94501, ,2, ,1,4,5,3, , , , , ,1, , , ,2,6, , ,9, ,2, , , , , , , , ,42,1, ,3,3,3,3, , , , , ,1,2,2,2, , , , , , ,1,1,3, , , , , , , ,2,2,2, , , , , , , , ,I love the exploratorium! Have been coming since I was a kid when it was at the old location. It’s awesome to bring my kids to visit,1,West,Science,Large,3,4,2022,1,21:30:28, , ,7,1,2,22,24,3,5,0,0,3,0,0,2,3,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,1
the Exploratorium,QR,R_3p3hypbRVluEf06,747.537,4/17/22,1,Safari iPhone,15.3,iPhone,375x812,8,2, ,1, , , , , ,1, , , , , , , , ,4,Mars Rover,4, , , , , , , , , , , , , ,2,3, , ,4,1, , ,1, , , , , ,8,8,8, ,8,8,9, , , , , , , , ,8.355,17.553,18.915,3,1, , , , , , , ,1, , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , ,1,1, ,1,94702, ,1, ,2,2,3,1, , , , , ,1, , , ,2,6, , ,6, ,2, , , , , , , , ,44,2, ,6,6, , , , , , , ,2,1, , , , , , , , ,2, , , , , , , , , ,1, , , , , , , , , , , ,1,West,Science,Large,3,4,2022,1,14:56:59, , ,1,1,2,22,24,3,5,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1
the Exploratorium,Staffed,R_0VdnSxDYtmp6Tw5, ,4/17/22,1,Safari iPad,14.0.1,iPad,768x1024,9,3,Lots of things to do. Much fun,1, , , , ,1, , , , , , , ,1, , , ,5, , , , , , , , , , , , , ,4, , , ,4, ,1, , , , , , ,16,9,9,9, ,9,9, , , , , , , , , ,3.177,7.105,8.144,4,1, , , , , , , , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , ,4, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,92122, ,3, ,8,1,2,0, ,1, , , , , , , ,2,6, , ,10, ,2, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:19:58,9298,4,1,1,2,22,24,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the Exploratorium,Staffed,R_1q8Qhfm17Kaj4ku,1092.429,4/17/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , , ,1, , , , , , , , ,1, ,5, , , , , , , , , , , , , ,4, , , ,5, ,1, , , , , , ,19,10,10,10, ,9,6,9, , , , , , , , ,2.734,8.328,8.364,6,1, , , , , , , ,1, , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,49770, ,2, ,4,1,1,0, , , , , ,1, , , ,2,4, , ,6, ,2, , , , , , , , ,50,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:39:28,7768,4,1,1,2,22,24,4,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the Exploratorium,QR,R_1QLZUSFxDS6Mr8R,429.193,4/17/22,1,Safari iPhone,15.3,iPhone,414x896,10,3, ,1, , , , , , , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, ,1, , , , , , , ,10,10,7, ,10,10,5, , , , , , , , ,1.757,3.136,4.553,2,1, , , , , , , , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , ,3, , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1, , ,1, ,8,1,2,0, ,1, , , ,1, , , ,2,6, , ,8, ,2, , , , , , , , , ,1, , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,1,15:43:30, , ,1,1,2,22,24,7, ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_3HYBwpNQHZi3FW9,415.978,4/17/22,1,Safari iPad,14.0.1,iPad,768x1024,9,3,Fun and interactive,1, , , , , , , , ,1, , , ,1, , , ,4, , , , , , , , , , , , , ,4, , , ,4, ,1, , , , , , ,21,10,10,10, ,10,10, , , , , , , , , ,1.143,7.78,10.656,3,1, , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94401, ,1, ,1,3,1,2, ,1, , , ,1, , , ,2,4, , ,6, ,2, , , , , , , , ,46,1, , , , , , , , , , , , , , , , , , , , ,2,3, , , , , , , , ,2,1, , , , , , , , , , ,1,West,Science,Large,3,4,2022,0,15:52:53,6773,3,1,1,2,22,24,4,5,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6
the Exploratorium,Staffed,R_1DApRcf9A9HOFdr,218.718,4/17/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , , , , , ,1, ,1, , , , , ,4, , , , , , , , , , , , , ,4, , , ,5,1, , , , , , , ,13,9,9,9, ,8,10,10, , , , , , , , ,3.589,13.378,14.442,7,1,1, , , , ,1, ,1, , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94519, ,1, ,2, ,2,3, ,1, , , ,1, , , ,2,6, , ,5, ,2, , , , , , , , ,41,2, ,4, , , , , , , , ,1, , , , , , , , , ,5,5,5, , , , , , , , , , , , , , , , , , , ,1,West,Science,Large,3,4,2022,0,16:05:06,14706,6,1,1,2,22,24,3,5,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,2
the Exploratorium,Staffed,R_3gTsYQGNt7snG8m,208.833,4/17/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,3,3, , ,4,1,1,1,1, ,1, , ,21,10,10,10, ,8,10, , , , , , , , , ,3.047,24.479,25.626,7,1,1, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1, , , , , , ,1,1, ,1, , , , , , , ,2,6, , ,11, ,2, , , , , , , , ,38,2, , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:10:35,7835,4,1,1,2,22,24,3, ,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0, 
the Exploratorium,QR,R_dilt4LLuJIki3RL, ,4/17/22,1,Firefox iPhone,98.2,iPhone,390x844,10,3, ,1, , , , ,1, , , , , , , ,1, , , ,5,Great exhibits!, , , , , , , , , , , , ,4, , , ,5,1,1, ,1, ,1, , , ,10,10,8, ,10,10,10, , , , , , , , ,6.322,12.05,13.111,3,1, , , , , , , ,1, , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,4, ,1, ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,94609, ,2, ,5,1,4,0, , , ,1, ,1, , , ,1,4, , ,9, ,2, , , , , , , , ,29,1, ,2,2,2, , , , , , ,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,1,16:25:57, , ,1,1,2,22,24,2,5,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
the Exploratorium,Staffed,R_sTK75dMhtfee64x,1199.249,4/17/22,2,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,3,1,1,1, , , , , ,17,10,10,10, ,10,10,10,10, , , , , , , ,8.908,16.231,18.167,3,1, , , , , , , , , , , ,1, , , , , , , , , ,1, , , , , , , , , , , ,1, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , ,1, ,2,999,111,3, ,8,1,2,1, , , ,1, , , , , ,2,5, , ,1, ,2, , , , , , , , ,37,1, ,3, , , , , , , , ,2, , , , , , , , , ,2, , , , , , , , , ,2, , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:44:21,13461,5,1,1,2,22,24,3,999,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,QR,R_ZKnCNC8ED1NyI93, ,4/17/22,1,Safari iPhone,15.4,iPhone,390x844,10,3,Museum was incredible. Well worth the money,1, , , , , , , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,2,3,Happy masks and vaccinations were required, ,2,1,1,1, ,1, , , , ,10,10,10, ,10, , ,10, , , , , , , ,4.266,12.493,12.86,5,1,1, , , , , ,1, , , , , , , , , ,1, , , , ,1, , , , , , , , , , , ,1, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,11530, ,3, ,8,1,2,1, , , , , ,1, , , ,2,4, , ,9, ,2, , , , , , , , ,39,2, ,3, , , , , , , , ,1, , , , , , , , , ,3, , , , , , , , , ,2, , , , , , , , , , , ,2,West,Science,Large,3,4,2022,1,17:01:37, , ,1,1,2,22,24,3,32,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,Staffed,R_25vAVKfhktyG83k, ,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, ,1,1, ,1, , , ,14,10,10,10, ,10, , , , , , , , , , ,2.569,14.425,15.624,6,1,1, , , , ,1, , , , , , ,1, ,1, , , , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94015, ,1, ,5,1,2,1, , , , , ,1, , , ,2,6, , ,6, ,2, , , , , , , , ,42,1, ,3, , , , , , , , ,2, , , , , , , , , ,2, , , , , , , , , ,1, , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,14:07:08,6728,3,5,0,2,22,24,3,5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6
the Exploratorium,Staffed,R_3HSbnAoNiY8XVgT,743.094,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,2,3, , ,5,1, ,1,1, , , , ,6,10,10, , ,10,10, , , , , , , , , ,5.337,13.739,14.394,5,1,1, , , , , ,1, , , , , ,1, , , , , , ,1,1, , , , , , , , , , , , ,2, , , , , , , ,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,94062, ,2, ,2,2,3,2, ,1, , , , , , , ,2,6, , ,11, ,2, , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,14:28:40,15220,6,5,0,2,22,24,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
the Exploratorium,Staffed,R_29jnfHWfDIygqRO, ,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,Because it has all kinds of old gadgets to test out and more stuff outside.,1, , , , ,1, , , , , ,1, , , , , ,5, , , , , , , , , , , , , ,2,4, , ,5,1,1,1, , , , , ,13,10,10,10, ,10,10, , , , , , , , , ,5.15,9.072,17.607,3,1,1, , , , , , , , , , , ,1, , , , , , , , , , , , ,1, , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , ,1,Punjabi,1,1, ,1,95366, ,1, ,8,1,2,2, ,1, , , , ,1, ,Sikh,2,6, , ,11, ,2, , , , , , , , ,35,2, ,3, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,14:54:28,10468,4,5,0,2,22,24,3,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,Staffed,R_3iQH9qQZFP5037V,636.19,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , ,1, , , , , , , ,5, , , , , , , , , , , , , ,2,4, , ,4,1,1,1,1,1, , , ,17,10,10,10, ,10,10, , , , , , , , , ,2.143,8.461,11.483,6,1,1, ,1, , ,1, , , , , , , , , , ,1, , , , ,1, , ,1,1, ,1, , , , , ,3, , ,1,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,90808, ,3, ,8,1,2,2, , , , , ,1, , , ,2,6, , ,6, ,2, , , , , , , , ,42,2, ,3, , , , , , , , ,1, , , , , , , , , ,2,3, , , , , , , , ,1,3, , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:07:18,7638,4,5,0,2,22,24,3,5,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0
the Exploratorium,Staffed,R_10U7PRZWHMdIPkl,337.995,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , ,1, , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, , , , , , , ,1,9,10,10,10, ,9, , , , , , , , , , ,2.464,7.465,8.319,3,1, , , , , , , , , , , , ,1, , , ,1, , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, ,2,999,111,3, ,7,1,3,1, , , ,1, ,1, , , ,2,4, , ,10, ,2, , , , , , , , ,58,2, ,6,1, , , , , , , ,1,1, , , , , , , , ,4, , , , , , , , , ,1, , , , , , , , , , ,Great place. Love this visit. .,2,West,Science,Large,3,4,2022,0,15:14:53,15293,6,5,0,2,22,24,5,999,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
the Exploratorium,Staffed,R_1EYjSY6snrh12SH,322.177,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,6,1,Gap generation,1, , , , , , , , , , , , ,1, , , ,3, , , ,1, , , , , , , , , ,4, , , ,2,1,1,1, , , , , ,19,8,8,6, ,9,7, , , , , , , , , ,5.954,11.416,12.701,3,1, , , , , , , , , , , , , , , , ,1, , , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,2,2, ,2,999,111,3, ,8,1,1,0, , , ,1, , , , , ,2,6, , ,11, ,2, , , , , , , , ,34,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:22:48,6768,3,5,0,2,22,24,2,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_d7pzZbOWzgZKtsB,342.163,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,9,3, ,1, , , ,1,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,4, , , ,5, , , , , , , ,1,21,9,9,9, ,8,9, , , , , , , , , ,1.338,12.087,15.169,6,1,1, ,1, , , , , , , , , , , , ,1, , , , , , ,1, , , , , , , , , , ,1, ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,11004, ,3, ,8,1,3,0, , , , , , , ,1, ,2,6, , ,6, ,2, , , , , , , , ,29,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:30:39,5439,3,5,0,2,22,24,2,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
the Exploratorium,Staffed,R_2xJL36H06gyE5i8, ,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,8,2, ,1, , , , ,1, , ,1, , , , , , , , ,3, , , , , , , ,1, , , , , ,3,3, , ,4,1,1,1,1, , , , ,15,8,8,8, ,7,8,7,7, , , , , , , ,3.331,21.375,22.28,7,1,1, , , , ,1,1, , , , ,1,1, , , ,1, , ,1, , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,1, ,1,2,2,1, ,1, , , , , , , ,2,4, , ,11, ,2, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,15:59:32,12572,5,5,0,2,22,24,7, ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_1GV51wjISmWiSzy,258.693,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , ,1, , , , , , , , , , , ,4, , , , , , , , , , , , , ,2,4, , ,4, ,1, , ,1, , , ,20,10,10,10, ,8,8, , , , , , , , , ,4.094,11.745,12.774,5,1, , ,1, , ,1, , , , , , , , , , ,1, , , ,1, , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1, ,1,91505, ,3, ,7,1,2,2, ,1, , , , , , , ,2,6, , ,9, ,2, , , , , , , , ,45,2, ,4, , , , , , , , ,1, , , , , , , , , ,2,3, , , , , , , , ,1,1, , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:05:45,8445,4,5,0,2,22,24,4,5,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0
the Exploratorium,Staffed,R_2XgicG0xxRIm9yn,304.321,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3, ,1, , , , , , , ,1, , , , ,1, , , ,4, , , , , , , , , , , , , ,4, , , ,5,1,1,1,1,1, , , ,9,10,10,8, ,9,10,3, , , , , , , , ,1.394,12.958,13.811,6,1, , ,1, , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,97219, ,3, ,7,1,1,1, , , , , ,1, , , ,2,6, , ,9, ,2, , , , , , , , ,47,2, , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , ,1, , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:13:21,18801,7,5,0,2,22,24,4,37,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
the Exploratorium,Staffed,R_1DFELpxIYHzbYn8,222.177,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,6,1, ,1, , , , ,1, , , , , ,1, , , , , ,4, , , , , , , , , , , , , ,3,4, , ,5,1,1, , , , , , ,7,7,9,8, ,8,4, , , , , , , , , ,3.067,8.061,9.128,4,1,1, , , , , , , , , , ,1, , , , , , , ,1, , , , , , , , , , , , , ,2, ,1,1, , , , , , , ,1, , , , , ,1, , , , , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,6,1,2,1, , , , , , ,1, , ,4,8, , ,11, ,3, , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:18:54,20934,7,5,0,2,22,24,7, ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0, 
the Exploratorium,Staffed,R_e8rOaAkT54c2oxP,926.756,4/21/22,1,Safari iPad,14.0.1,iPad,768x1024,10,3,My son had a blast,1, , , , ,1, , , , , , , , , , , ,5, , , , , , , , , , , , , ,4, , , ,5, , ,1, , , , , ,19,10,10,10, ,7,10,5, , , , , , , , ,1.69,17.436,18.504,7,1,1, , , , , , ,1, , , , ,1, , , , , , ,1, , , , , , , , , , , , , ,4, , ,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,1,1, ,1,95476, ,1, ,5,1,1,1, , , , , ,1, , , ,2,3, , ,9, ,2, , , , , , , , ,44,2, , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , ,1, , , , , , , , , , , ,2,West,Science,Large,3,4,2022,0,16:35:54,11154,5,5,0,2,22,24,3,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9
